,Unnamed: 0,country,job_category,year,number_worker,most_popular_job_cat,worker_percentage
40544,40544,HND,Non_market_services,2008,280501,Market_services,27.78
40545,40545,HND,Non_classified,2008,506,Market_services,0.05
40591,40591,HND,Total,2007,917851,Market_services,100
40592,40592,HND,Agriculture,2007,90041,Market_services,9.81
40593,40593,HND,Manufacturing,2007,198679,Market_services,21.65
40594,40594,HND,Construction,2007,3006,Market_services,0.33
40595,40595,HND,Mining_and_quarrying,2007,2029,Market_services,0.22
40596,40596,HND,Market_services,2007,356676,Market_services,38.86
40597,40597,HND,Non_market_services,2007,261394,Market_services,28.48
40598,40598,HND,Non_classified,2007,6026,Market_services,0.66
40647,40647,HND,Total,2006,904483,Market_services,100
40648,40648,HND,Agriculture,2006,103996,Market_services,11.50
40649,40649,HND,Manufacturing,2006,198859,Market_services,21.99
40650,40650,HND,Construction,2006,3426,Market_services,0.38
40651,40651,HND,Mining_and_quarrying,2006,2031,Market_services,0.22
40652,40652,HND,Market_services,2006,337976,Market_services,37.37
40653,40653,HND,Non_market_services,2006,257786,Market_services,28.50
40654,40654,HND,Non_classified,2006,409,Market_services,0.05
40703,40703,HND,Total,2005,908139,Market_services,100
40704,40704,HND,Agriculture,2005,79828,Market_services,8.79
40705,40705,HND,Manufacturing,2005,221073,Market_services,24.34
40706,40706,HND,Construction,2005,2663,Market_services,0.29
40707,40707,HND,Mining_and_quarrying,2005,1577,Market_services,0.17
40708,40708,HND,Market_services,2005,341594,Market_services,37.61
40709,40709,HND,Non_market_services,2005,258652,Market_services,28.48
40710,40710,HND,Non_classified,2005,2751,Market_services,0.30
40756,40756,HRV,Total,2022,789046,Market_services,100
40757,40757,HRV,Agriculture,2022,31103,Market_services,3.94
40758,40758,HRV,Manufacturing,2022,107392,Market_services,13.61
40759,40759,HRV,Construction,2022,8217,Market_services,1.04
40760,40760,HRV,Mining_and_quarrying,2022,8966,Market_services,1.14
40761,40761,HRV,Market_services,2022,318370,Market_services,40.35
40762,40762,HRV,Non_market_services,2022,312179,Market_services,39.56
40763,40763,HRV,Non_classified,2022,2818,Market_services,0.36
40811,40811,HRV,Total,2021,770731,Non_market_services,100
40812,40812,HRV,Agriculture,2021,38101,Non_market_services,4.94
40813,40813,HRV,Manufacturing,2021,101551,Non_market_services,13.18
40814,40814,HRV,Construction,2021,9894,Non_market_services,1.28
40815,40815,HRV,Mining_and_quarrying,2021,12065,Non_market_services,1.57
40816,40816,HRV,Market_services,2021,299631,Non_market_services,38.88
40817,40817,HRV,Non_market_services,2021,307231,Non_market_services,39.86
40818,40818,HRV,Non_classified,2021,2259,Non_market_services,0.29
40867,40867,HRV,Total,2020,756839,Market_services,100
40868,40868,HRV,Agriculture,2020,33877,Market_services,4.48
40869,40869,HRV,Manufacturing,2020,98405,Market_services,13.00
40870,40870,HRV,Construction,2020,8223,Market_services,1.09
40871,40871,HRV,Mining_and_quarrying,2020,12087,Market_services,1.60
40872,40872,HRV,Market_services,2020,307223,Market_services,40.59
40873,40873,HRV,Non_market_services,2020,294514,Market_services,38.91
40874,40874,HRV,Non_classified,2020,2510,Market_services,0.33
40922,40922,HRV,Total,2019,770832,Market_services,100
40923,40923,HRV,Agriculture,2019,34024,Market_services,4.41
40924,40924,HRV,Manufacturing,2019,103065,Market_services,13.37
40925,40925,HRV,Construction,2019,10174,Market_services,1.32
40926,40926,HRV,Mining_and_quarrying,2019,10867,Market_services,1.41
40927,40927,HRV,Market_services,2019,316269,Market_services,41.03
40928,40928,HRV,Non_market_services,2019,295424,Market_services,38.33
40929,40929,HRV,Non_classified,2019,1008,Market_services,0.13
40978,40978,HRV,Total,2018,760884,Market_services,100
40979,40979,HRV,Agriculture,2018,38539,Market_services,5.07
40980,40980,HRV,Manufacturing,2018,96406,Market_services,12.67
40981,40981,HRV,Construction,2018,9312,Market_services,1.22
40982,40982,HRV,Mining_and_quarrying,2018,9702,Market_services,1.28
40983,40983,HRV,Market_services,2018,323953,Market_services,42.58
40984,40984,HRV,Non_market_services,2018,281777,Market_services,37.03
40985,40985,HRV,Non_classified,2018,1196,Market_services,0.16
41033,41033,HRV,Total,2017,743951,Market_services,100
41034,41034,HRV,Agriculture,2017,38154,Market_services,5.13
41035,41035,HRV,Manufacturing,2017,86144,Market_services,11.58
41036,41036,HRV,Construction,2017,7046,Market_services,0.95
41037,41037,HRV,Mining_and_quarrying,2017,7256,Market_services,0.98
41038,41038,HRV,Market_services,2017,327924,Market_services,44.08
41039,41039,HRV,Non_market_services,2017,276953,Market_services,37.23
41040,41040,HRV,Non_classified,2017,-1,Market_services,-0.00
41087,41087,HRV,Total,2016,729819,Market_services,100
41088,41088,HRV,Agriculture,2016,40408,Market_services,5.54
41089,41089,HRV,Manufacturing,2016,87812,Market_services,12.03
41090,41090,HRV,Construction,2016,9027,Market_services,1.24
41091,41091,HRV,Mining_and_quarrying,2016,9133,Market_services,1.25
41092,41092,HRV,Market_services,2016,319022,Market_services,43.71
41093,41093,HRV,Non_market_services,2016,263262,Market_services,36.07
41094,41094,HRV,Non_classified,2016,1155,Market_services,0.16
41139,41139,HRV,Total,2015,730466,Market_services,100
41140,41140,HRV,Agriculture,2015,54227,Market_services,7.42
41141,41141,HRV,Manufacturing,2015,90521,Market_services,12.39
41142,41142,HRV,Construction,2015,7801,Market_services,1.07
41143,41143,HRV,Mining_and_quarrying,2015,11414,Market_services,1.56
41144,41144,HRV,Market_services,2015,301904,Market_services,41.33
41145,41145,HRV,Non_market_services,2015,264144,Market_services,36.16
41146,41146,HRV,Non_classified,2015,-1,Market_services,-0.00
41194,41194,HRV,Total,2014,717060,Market_services,100
41195,41195,HRV,Agriculture,2014,57130,Market_services,7.97
41196,41196,HRV,Manufacturing,2014,94314,Market_services,13.15
41197,41197,HRV,Construction,2014,5616,Market_services,0.78
41198,41198,HRV,Mining_and_quarrying,2014,9987,Market_services,1.39
41199,41199,HRV,Market_services,2014,285569,Market_services,39.82
41200,41200,HRV,Non_market_services,2014,263441,Market_services,36.74
41201,41201,HRV,Non_classified,2014,1002,Market_services,0.14
41250,41250,HRV,Total,2013,703065,Market_services,100
41251,41251,HRV,Agriculture,2013,69455,Market_services,9.88
41252,41252,HRV,Manufacturing,2013,88056,Market_services,12.52
41253,41253,HRV,Construction,2013,10840,Market_services,1.54
41254,41254,HRV,Mining_and_quarrying,2013,9370,Market_services,1.33
41255,41255,HRV,Market_services,2013,276976,Market_services,39.40
41256,41256,HRV,Non_market_services,2013,247782,Market_services,35.24
41257,41257,HRV,Non_classified,2013,587,Market_services,0.08
41304,41304,HRV,Total,2012,709748,Market_services,100
41305,41305,HRV,Agriculture,2012,86237,Market_services,12.15
41306,41306,HRV,Manufacturing,2012,99732,Market_services,14.05
41307,41307,HRV,Construction,2012,9885,Market_services,1.39
41308,41308,HRV,Mining_and_quarrying,2012,9243,Market_services,1.30
41309,41309,HRV,Market_services,2012,277804,Market_services,39.14
41310,41310,HRV,Non_market_services,2012,225687,Market_services,31.80
41311,41311,HRV,Non_classified,2012,1160,Market_services,0.16
41359,41359,HRV,Total,2011,731237,Market_services,100
41360,41360,HRV,Agriculture,2011,112372,Market_services,15.37
41361,41361,HRV,Manufacturing,2011,101148,Market_services,13.83
41362,41362,HRV,Construction,2011,8296,Market_services,1.13
41363,41363,HRV,Mining_and_quarrying,2011,9794,Market_services,1.34
41364,41364,HRV,Market_services,2011,276450,Market_services,37.81
41365,41365,HRV,Non_market_services,2011,222535,Market_services,30.43
41366,41366,HRV,Non_classified,2011,-1,Market_services,-0.00
41413,41413,HRV,Total,2010,770065,Market_services,100
41414,41414,HRV,Agriculture,2010,119239,Market_services,15.48
41415,41415,HRV,Manufacturing,2010,98062,Market_services,12.73
41416,41416,HRV,Construction,2010,7894,Market_services,1.03
41417,41417,HRV,Mining_and_quarrying,2010,8499,Market_services,1.10
41418,41418,HRV,Market_services,2010,291194,Market_services,37.81
41419,41419,HRV,Non_market_services,2010,244838,Market_services,31.79
41420,41420,HRV,Non_classified,2010,-1,Market_services,-0.00
41467,41467,HRV,Total,2009,795335,Market_services,100
41468,41468,HRV,Agriculture,2009,112700,Market_services,14.17
41469,41469,HRV,Manufacturing,2009,110873,Market_services,13.94
41470,41470,HRV,Construction,2009,13572,Market_services,1.71
41471,41471,HRV,Mining_and_quarrying,2009,5827,Market_services,0.73
41472,41472,HRV,Market_services,2009,303182,Market_services,38.12
41473,41473,HRV,Non_market_services,2009,249099,Market_services,31.32
41474,41474,HRV,Non_classified,2009,-1,Market_services,-0.00
41519,41519,HRV,Total,2008,782583,Market_services,100
41520,41520,HRV,Agriculture,2008,109502,Market_services,13.99
41521,41521,HRV,Manufacturing,2008,119312,Market_services,15.25
41522,41522,HRV,Construction,2008,13785,Market_services,1.76
41523,41523,HRV,Mining_and_quarrying,2008,7888,Market_services,1.01
41524,41524,HRV,Market_services,2008,297565,Market_services,38.02
41525,41525,HRV,Non_market_services,2008,234393,Market_services,29.95
41526,41526,HRV,Non_classified,2008,-1,Market_services,-0.00
41570,41570,HRV,Total,2007,763910,Market_services,100
41571,41571,HRV,Agriculture,2007,103595,Market_services,13.56
41572,41572,HRV,Manufacturing,2007,119827,Market_services,15.69
41573,41573,HRV,Construction,2007,10993,Market_services,1.44
41574,41574,HRV,Mining_and_quarrying,2007,7469,Market_services,0.98
41575,41575,HRV,Market_services,2007,289309,Market_services,37.87
41576,41576,HRV,Non_market_services,2007,232432,Market_services,30.43
41577,41577,HRV,Non_classified,2007,-1,Market_services,-0.00
41622,41622,HRV,Total,2006,718172,Market_services,100
41623,41623,HRV,Agriculture,2006,107247,Market_services,14.93
41624,41624,HRV,Manufacturing,2006,109315,Market_services,15.22
41625,41625,HRV,Construction,2006,11218,Market_services,1.56
41626,41626,HRV,Mining_and_quarrying,2006,7522,Market_services,1.05
41627,41627,HRV,Market_services,2006,262405,Market_services,36.54
41628,41628,HRV,Non_market_services,2006,220053,Market_services,30.64
41629,41629,HRV,Non_classified,2006,-1,Market_services,-0.00
41677,41677,HRV,Total,2005,705956,Market_services,100
41678,41678,HRV,Agriculture,2005,133408,Market_services,18.90
41679,41679,HRV,Manufacturing,2005,109421,Market_services,15.50
41680,41680,HRV,Construction,2005,11002,Market_services,1.56
41681,41681,HRV,Mining_and_quarrying,2005,7374,Market_services,1.04
41682,41682,HRV,Market_services,2005,233230,Market_services,33.04
41683,41683,HRV,Non_market_services,2005,211362,Market_services,29.94
41684,41684,HRV,Non_classified,2005,-1,Market_services,-0.00
41729,41729,HRV,Total,2004,703963,Market_services,100
41730,41730,HRV,Agriculture,2004,127850,Market_services,18.16
41731,41731,HRV,Manufacturing,2004,111819,Market_services,15.88
41732,41732,HRV,Construction,2004,11412,Market_services,1.62
41733,41733,HRV,Mining_and_quarrying,2004,5230,Market_services,0.74
41734,41734,HRV,Market_services,2004,235399,Market_services,33.44
41735,41735,HRV,Non_market_services,2004,212253,Market_services,30.15
41736,41736,HRV,Non_classified,2004,-1,Market_services,-0.00
41779,41779,HRV,Total,2003,679752,Market_services,100
41780,41780,HRV,Agriculture,2003,119757,Market_services,17.62
41781,41781,HRV,Manufacturing,2003,118877,Market_services,17.49
41782,41782,HRV,Construction,2003,9773,Market_services,1.44
41783,41783,HRV,Mining_and_quarrying,2003,6306,Market_services,0.93
41784,41784,HRV,Market_services,2003,229086,Market_services,33.70
41785,41785,HRV,Non_market_services,2003,195953,Market_services,28.83
41786,41786,HRV,Non_classified,2003,-1,Market_services,-0.00
41832,41832,HRV,Total,2002,674895,Market_services,100
41833,41833,HRV,Agriculture,2002,102636,Market_services,15.21
41834,41834,HRV,Manufacturing,2002,122903,Market_services,18.21
41835,41835,HRV,Construction,2002,9614,Market_services,1.42
41836,41836,HRV,Mining_and_quarrying,2002,5866,Market_services,0.87
41837,41837,HRV,Market_services,2002,226542,Market_services,33.57
41838,41838,HRV,Non_market_services,2002,207095,Market_services,30.69
41839,41839,HRV,Non_classified,2002,-1,Market_services,-0.00
41882,41882,HTI,Total,2012,1668407,Market_services,100
41883,41883,HTI,Agriculture,2012,246074,Market_services,14.75
41884,41884,HTI,Manufacturing,2012,26265,Market_services,1.57
41885,41885,HTI,Construction,2012,3747,Market_services,0.22
41886,41886,HTI,Mining_and_quarrying,2012,4279,Market_services,0.26
41887,41887,HTI,Market_services,2012,700880,Market_services,42.01
41888,41888,HTI,Non_market_services,2012,628471,Market_services,37.67
41889,41889,HTI,Non_classified,2012,58693,Market_services,3.52
41938,41938,HUN,Total,2022,2209212,Non_market_services,100
41939,41939,HUN,Agriculture,2022,56711,Non_market_services,2.57
41940,41940,HUN,Manufacturing,2022,388132,Non_market_services,17.57
41941,41941,HUN,Construction,2022,26724,Non_market_services,1.21
41942,41942,HUN,Mining_and_quarrying,2022,24183,Non_market_services,1.09
41943,41943,HUN,Market_services,2022,810426,Non_market_services,36.68
41944,41944,HUN,Non_market_services,2022,903036,Non_market_services,40.88
41987,41987,HUN,Total,2021,2165710,Non_market_services,100
41988,41988,HUN,Agriculture,2021,57049,Non_market_services,2.63
41989,41989,HUN,Manufacturing,2021,378039,Non_market_services,17.46
41990,41990,HUN,Construction,2021,29924,Non_market_services,1.38
41991,41991,HUN,Mining_and_quarrying,2021,22823,Non_market_services,1.05
41992,41992,HUN,Market_services,2021,777965,Non_market_services,35.92
41993,41993,HUN,Non_market_services,2021,899747,Non_market_services,41.55
41994,41994,HUN,Non_classified,2021,-1,Non_market_services,-0.00
42039,42039,HUN,Total,2020,1999492,Non_market_services,100
42040,42040,HUN,Agriculture,2020,56520,Non_market_services,2.83
42041,42041,HUN,Manufacturing,2020,341348,Non_market_services,17.07
42042,42042,HUN,Construction,2020,28334,Non_market_services,1.42
42043,42043,HUN,Mining_and_quarrying,2020,20172,Non_market_services,1.01
42044,42044,HUN,Market_services,2020,714479,Non_market_services,35.73
42045,42045,HUN,Non_market_services,2020,838639,Non_market_services,41.94
42088,42088,HUN,Total,2019,2032438,Non_market_services,100
42089,42089,HUN,Agriculture,2019,57521,Non_market_services,2.83
42090,42090,HUN,Manufacturing,2019,356265,Non_market_services,17.53
42091,42091,HUN,Construction,2019,26232,Non_market_services,1.29
42092,42092,HUN,Mining_and_quarrying,2019,22164,Non_market_services,1.09
42093,42093,HUN,Market_services,2019,732651,Non_market_services,36.05
42094,42094,HUN,Non_market_services,2019,837606,Non_market_services,41.21
42137,42137,HUN,Total,2018,2023259,Non_market_services,100
42138,42138,HUN,Agriculture,2018,54986,Non_market_services,2.72
42139,42139,HUN,Manufacturing,2018,356324,Non_market_services,17.61
42140,42140,HUN,Construction,2018,25637,Non_market_services,1.27
42141,42141,HUN,Mining_and_quarrying,2018,22295,Non_market_services,1.10
42142,42142,HUN,Market_services,2018,723646,Non_market_services,35.77
42143,42143,HUN,Non_market_services,2018,840370,Non_market_services,41.54
42186,42186,HUN,Total,2017,2004080,Non_market_services,100
42187,42187,HUN,Agriculture,2017,56908,Non_market_services,2.84
42188,42188,HUN,Manufacturing,2017,351877,Non_market_services,17.56
42189,42189,HUN,Construction,2017,25616,Non_market_services,1.28
42190,42190,HUN,Mining_and_quarrying,2017,20993,Non_market_services,1.05
42191,42191,HUN,Market_services,2017,728760,Non_market_services,36.36
42192,42192,HUN,Non_market_services,2017,819927,Non_market_services,40.91
42235,42235,HUN,Total,2016,1989140,Non_market_services,100
42236,42236,HUN,Agriculture,2016,56469,Non_market_services,2.84
42237,42237,HUN,Manufacturing,2016,340184,Non_market_services,17.10
42238,42238,HUN,Construction,2016,18554,Non_market_services,0.93
42239,42239,HUN,Mining_and_quarrying,2016,22078,Non_market_services,1.11
42240,42240,HUN,Market_services,2016,725258,Non_market_services,36.46
42241,42241,HUN,Non_market_services,2016,824600,Non_market_services,41.46
42242,42242,HUN,Non_classified,2016,1998,Non_market_services,0.10
42290,42290,HUN,Total,2015,1927031,Non_market_services,100
42291,42291,HUN,Agriculture,2015,50927,Non_market_services,2.64
42292,42292,HUN,Manufacturing,2015,325461,Non_market_services,16.89
42293,42293,HUN,Construction,2015,16947,Non_market_services,0.88
42294,42294,HUN,Mining_and_quarrying,2015,22190,Non_market_services,1.15
42295,42295,HUN,Market_services,2015,720566,Non_market_services,37.39
42296,42296,HUN,Non_market_services,2015,787715,Non_market_services,40.88
42297,42297,HUN,Non_classified,2015,3224,Non_market_services,0.17
42345,42345,HUN,Total,2014,1880365,Non_market_services,100
42346,42346,HUN,Agriculture,2014,49392,Non_market_services,2.63
42347,42347,HUN,Manufacturing,2014,316905,Non_market_services,16.85
42348,42348,HUN,Construction,2014,18148,Non_market_services,0.97
42349,42349,HUN,Mining_and_quarrying,2014,23861,Non_market_services,1.27
42350,42350,HUN,Market_services,2014,712166,Non_market_services,37.87
42351,42351,HUN,Non_market_services,2014,752240,Non_market_services,40.00
42352,42352,HUN,Non_classified,2014,7654,Non_market_services,0.41
42400,42400,HUN,Total,2013,1789029,Non_market_services,100
42401,42401,HUN,Agriculture,2013,46679,Non_market_services,2.61
42402,42402,HUN,Manufacturing,2013,300950,Non_market_services,16.82
42403,42403,HUN,Construction,2013,18008,Non_market_services,1.01
42404,42404,HUN,Mining_and_quarrying,2013,22077,Non_market_services,1.23
42405,42405,HUN,Market_services,2013,688202,Non_market_services,38.47
42406,42406,HUN,Non_market_services,2013,713114,Non_market_services,39.86
42449,42449,HUN,Total,2012,1778378,Non_market_services,100
42450,42450,HUN,Agriculture,2012,49839,Non_market_services,2.80
42451,42451,HUN,Manufacturing,2012,296105,Non_market_services,16.65
42452,42452,HUN,Construction,2012,18334,Non_market_services,1.03
42453,42453,HUN,Mining_and_quarrying,2012,24740,Non_market_services,1.39
42454,42454,HUN,Market_services,2012,688284,Non_market_services,38.70
42455,42455,HUN,Non_market_services,2012,701077,Non_market_services,39.42
42498,42498,HUN,Total,2011,1738029,Non_market_services,100
42499,42499,HUN,Agriculture,2011,46017,Non_market_services,2.65
42500,42500,HUN,Manufacturing,2011,303610,Non_market_services,17.47
42501,42501,HUN,Construction,2011,17376,Non_market_services,1.00
42502,42502,HUN,Mining_and_quarrying,2011,24226,Non_market_services,1.39
42503,42503,HUN,Market_services,2011,670804,Non_market_services,38.60
42504,42504,HUN,Non_market_services,2011,675995,Non_market_services,38.89
42547,42547,HUN,Total,2010,1739843,Non_market_services,100
42548,42548,HUN,Agriculture,2010,40232,Non_market_services,2.31
42549,42549,HUN,Manufacturing,2010,301607,Non_market_services,17.34
42550,42550,HUN,Construction,2010,21876,Non_market_services,1.26
42551,42551,HUN,Mining_and_quarrying,2010,21024,Non_market_services,1.21
42552,42552,HUN,Market_services,2010,664006,Non_market_services,38.16
42553,42553,HUN,Non_market_services,2010,691098,Non_market_services,39.72
42596,42596,HUN,Total,2009,1722698,Non_market_services,100
42597,42597,HUN,Agriculture,2009,44666,Non_market_services,2.59
42598,42598,HUN,Manufacturing,2009,294330,Non_market_services,17.09
42599,42599,HUN,Construction,2009,19943,Non_market_services,1.16
42600,42600,HUN,Mining_and_quarrying,2009,19721,Non_market_services,1.14
42601,42601,HUN,Market_services,2009,670542,Non_market_services,38.92
42602,42602,HUN,Non_market_services,2009,673496,Non_market_services,39.10
42645,42645,HUN,Total,2008,1754679,Market_services,100
42646,42646,HUN,Agriculture,2008,40695,Market_services,2.32
42647,42647,HUN,Manufacturing,2008,324562,Market_services,18.50
42648,42648,HUN,Construction,2008,23008,Market_services,1.31
42649,42649,HUN,Mining_and_quarrying,2008,20015,Market_services,1.14
42650,42650,HUN,Market_services,2008,685528,Market_services,39.07
42651,42651,HUN,Non_market_services,2008,660870,Market_services,37.66
42694,42694,HUN,Total,2007,1772711,Non_market_services,100
42695,42695,HUN,Agriculture,2007,40508,Non_market_services,2.29
42696,42696,HUN,Manufacturing,2007,333784,Non_market_services,18.83
42697,42697,HUN,Construction,2007,23002,Non_market_services,1.30
42698,42698,HUN,Mining_and_quarrying,2007,17484,Non_market_services,0.99
42699,42699,HUN,Market_services,2007,673436,Non_market_services,37.99
42700,42700,HUN,Non_market_services,2007,684498,Non_market_services,38.61
42743,42743,HUN,Total,2006,1789755,Non_market_services,100
42744,42744,HUN,Agriculture,2006,47062,Non_market_services,2.63
42745,42745,HUN,Manufacturing,2006,332630,Non_market_services,18.59
42746,42746,HUN,Construction,2006,21100,Non_market_services,1.18
42747,42747,HUN,Mining_and_quarrying,2006,20121,Non_market_services,1.12
42748,42748,HUN,Market_services,2006,667739,Non_market_services,37.31
42749,42749,HUN,Non_market_services,2006,701103,Non_market_services,39.17
42792,42792,HUN,Total,2005,1785361,Non_market_services,100
42793,42793,HUN,Agriculture,2005,47318,Non_market_services,2.65
42794,42794,HUN,Manufacturing,2005,339336,Non_market_services,19.01
42795,42795,HUN,Construction,2005,20631,Non_market_services,1.16
42796,42796,HUN,Mining_and_quarrying,2005,18854,Non_market_services,1.06
42797,42797,HUN,Market_services,2005,659411,Non_market_services,36.93
42798,42798,HUN,Non_market_services,2005,699811,Non_market_services,39.20
42841,42841,HUN,Total,2004,1776723,Non_market_services,100
42842,42842,HUN,Agriculture,2004,47607,Non_market_services,2.68
42843,42843,HUN,Manufacturing,2004,356356,Non_market_services,20.06
42844,42844,HUN,Construction,2004,26163,Non_market_services,1.47
42845,42845,HUN,Mining_and_quarrying,2004,20446,Non_market_services,1.15
42846,42846,HUN,Market_services,2004,620604,Non_market_services,34.93
42847,42847,HUN,Non_market_services,2004,705547,Non_market_services,39.71
42890,42890,HUN,Total,2003,1793434,Non_market_services,100
42891,42891,HUN,Agriculture,2003,47899,Non_market_services,2.67
42892,42892,HUN,Manufacturing,2003,376427,Non_market_services,20.99
42893,42893,HUN,Construction,2003,25141,Non_market_services,1.40
42894,42894,HUN,Mining_and_quarrying,2003,18549,Non_market_services,1.03
42895,42895,HUN,Market_services,2003,629420,Non_market_services,35.10
42896,42896,HUN,Non_market_services,2003,695998,Non_market_services,38.81
42939,42939,HUN,Total,2002,1756688,Non_market_services,100
42940,42940,HUN,Agriculture,2002,65047,Non_market_services,3.70
42941,42941,HUN,Manufacturing,2002,394096,Non_market_services,22.43
42942,42942,HUN,Construction,2002,19164,Non_market_services,1.09
42943,42943,HUN,Mining_and_quarrying,2002,18389,Non_market_services,1.05
42944,42944,HUN,Market_services,2002,613307,Non_market_services,34.91
42945,42945,HUN,Non_market_services,2002,646684,Non_market_services,36.81
42987,42987,HUN,Total,2001,1747903,Non_market_services,100
42988,42988,HUN,Agriculture,2001,60086,Non_market_services,3.44
42989,42989,HUN,Manufacturing,2001,404630,Non_market_services,23.15
42990,42990,HUN,Construction,2001,20990,Non_market_services,1.20
42991,42991,HUN,Mining_and_quarrying,2001,20902,Non_market_services,1.20
42992,42992,HUN,Market_services,2001,591399,Non_market_services,33.83
42993,42993,HUN,Non_market_services,2001,649896,Non_market_services,37.18
43036,43036,HUN,Total,2000,1714970,Non_market_services,100
43037,43037,HUN,Agriculture,2000,57282,Non_market_services,3.34
43038,43038,HUN,Manufacturing,2000,382548,Non_market_services,22.31
43039,43039,HUN,Construction,2000,20293,Non_market_services,1.18
43040,43040,HUN,Mining_and_quarrying,2000,22152,Non_market_services,1.29
43041,43041,HUN,Market_services,2000,588418,Non_market_services,34.31
43042,43042,HUN,Non_market_services,2000,644278,Non_market_services,37.57
43085,43085,IDN,Total,2023,54515394,Market_services,100
43086,43086,IDN,Agriculture,2023,14597097,Market_services,26.78
43087,43087,IDN,Manufacturing,2023,8213568,Market_services,15.07
43088,43088,IDN,Construction,2023,150211,Market_services,0.28
43089,43089,IDN,Mining_and_quarrying,2023,302326,Market_services,0.55
43090,43090,IDN,Market_services,2023,20808493,Market_services,38.17
43091,43091,IDN,Non_market_services,2023,10443698,Market_services,19.16
43134,43134,IDN,Total,2022,52967382,Market_services,100
43135,43135,IDN,Agriculture,2022,14051560,Market_services,26.53
43136,43136,IDN,Manufacturing,2022,8239064,Market_services,15.55
43137,43137,IDN,Construction,2022,138451,Market_services,0.26
43138,43138,IDN,Mining_and_quarrying,2022,265121,Market_services,0.50
43139,43139,IDN,Market_services,2022,20183178,Market_services,38.10
43140,43140,IDN,Non_market_services,2022,10090009,Market_services,19.05
43183,43183,IDN,Total,2021,51945872,Market_services,100
43184,43184,IDN,Agriculture,2021,13509956,Market_services,26.01
43185,43185,IDN,Manufacturing,2021,7887088,Market_services,15.18
43186,43186,IDN,Construction,2021,122609,Market_services,0.24
43187,43187,IDN,Mining_and_quarrying,2021,253375,Market_services,0.49
43188,43188,IDN,Market_services,2021,19997881,Market_services,38.50
43189,43189,IDN,Non_market_services,2021,10174964,Market_services,19.59
43232,43232,IDN,Total,2020,52022546,Market_services,100
43233,43233,IDN,Agriculture,2020,14124571,Market_services,27.15
43234,43234,IDN,Manufacturing,2020,7831258,Market_services,15.05
43235,43235,IDN,Construction,2020,149416,Market_services,0.29
43236,43236,IDN,Mining_and_quarrying,2020,240891,Market_services,0.46
43237,43237,IDN,Market_services,2020,19424082,Market_services,37.34
43238,43238,IDN,Non_market_services,2020,10252328,Market_services,19.71
43281,43281,IDN,Total,2019,52237016,Market_services,100
43282,43282,IDN,Agriculture,2019,13882606,Market_services,26.58
43283,43283,IDN,Manufacturing,2019,8237150,Market_services,15.77
43284,43284,IDN,Construction,2019,173609,Market_services,0.33
43285,43285,IDN,Mining_and_quarrying,2019,281849,Market_services,0.54
43286,43286,IDN,Market_services,2019,19354402,Market_services,37.05
43287,43287,IDN,Non_market_services,2019,10307399,Market_services,19.73
43330,43330,IDN,Total,2018,49859330,Market_services,100
43331,43331,IDN,Agriculture,2018,13754339,Market_services,27.59
43332,43332,IDN,Manufacturing,2018,8034046,Market_services,16.11
43333,43333,IDN,Construction,2018,168090,Market_services,0.34
43334,43334,IDN,Mining_and_quarrying,2018,264325,Market_services,0.53
43335,43335,IDN,Market_services,2018,17772416,Market_services,35.65
43336,43336,IDN,Non_market_services,2018,9866113,Market_services,19.79
43379,43379,IDN,Total,2017,48028987,Market_services,100
43380,43380,IDN,Agriculture,2017,13850152,Market_services,28.84
43381,43381,IDN,Manufacturing,2017,7579248,Market_services,15.78
43382,43382,IDN,Construction,2017,169788,Market_services,0.35
43383,43383,IDN,Mining_and_quarrying,2017,252766,Market_services,0.53
43384,43384,IDN,Market_services,2017,16768376,Market_services,34.91
43385,43385,IDN,Non_market_services,2017,9408656,Market_services,19.59
43428,43428,IDN,Total,2016,46199636,Market_services,100
43429,43429,IDN,Agriculture,2016,13894070,Market_services,30.07
43430,43430,IDN,Manufacturing,2016,6958792,Market_services,15.06
43431,43431,IDN,Construction,2016,185673,Market_services,0.40
43432,43432,IDN,Mining_and_quarrying,2016,245552,Market_services,0.53
43433,43433,IDN,Market_services,2016,15937992,Market_services,34.50
43434,43434,IDN,Non_market_services,2016,8977558,Market_services,19.43
43477,43477,IDN,Total,2015,45045334,Market_services,100
43478,43478,IDN,Agriculture,2015,14691322,Market_services,32.61
43479,43479,IDN,Manufacturing,2015,6704702,Market_services,14.88
43480,43480,IDN,Construction,2015,188048,Market_services,0.42
43481,43481,IDN,Mining_and_quarrying,2015,207644,Market_services,0.46
43482,43482,IDN,Market_services,2015,14850643,Market_services,32.97
43483,43483,IDN,Non_market_services,2015,8402975,Market_services,18.65
43526,43526,IDN,Total,2014,44397230,Agriculture,100
43527,43527,IDN,Agriculture,2014,14818508,Agriculture,33.38
43528,43528,IDN,Manufacturing,2014,6460090,Agriculture,14.55
43529,43529,IDN,Construction,2014,184778,Agriculture,0.42
43530,43530,IDN,Mining_and_quarrying,2014,204200,Agriculture,0.46
43531,43531,IDN,Market_services,2014,14549359,Agriculture,32.77
43532,43532,IDN,Non_market_services,2014,8180296,Agriculture,18.43
43575,43575,IDN,Total,2013,43556578,Agriculture,100
43576,43576,IDN,Agriculture,2013,14774250,Agriculture,33.92
