,Unnamed: 0,country,job_category,year,number_worker,most_popular_job_cat,worker_percentage
43577,43577,IDN,Manufacturing,2013,6501807,Agriculture,14.93
43578,43578,IDN,Construction,2013,167269,Agriculture,0.38
43579,43579,IDN,Mining_and_quarrying,2013,183959,Agriculture,0.42
43580,43580,IDN,Market_services,2013,13975406,Agriculture,32.09
43581,43581,IDN,Non_market_services,2013,7953887,Agriculture,18.26
43624,43624,IDN,Total,2012,43311527,Agriculture,100
43625,43625,IDN,Agriculture,2012,15278592,Agriculture,35.28
43626,43626,IDN,Manufacturing,2012,6462808,Agriculture,14.92
43627,43627,IDN,Construction,2012,143576,Agriculture,0.33
43628,43628,IDN,Mining_and_quarrying,2012,225558,Agriculture,0.52
43629,43629,IDN,Market_services,2012,13346273,Agriculture,30.81
43630,43630,IDN,Non_market_services,2012,7854720,Agriculture,18.14
43673,43673,IDN,Total,2011,41694959,Agriculture,100
43674,43674,IDN,Agriculture,2011,15344088,Agriculture,36.80
43675,43675,IDN,Manufacturing,2011,5950930,Agriculture,14.27
43676,43676,IDN,Construction,2011,155181,Agriculture,0.37
43677,43677,IDN,Mining_and_quarrying,2011,173810,Agriculture,0.42
43678,43678,IDN,Market_services,2011,12481050,Agriculture,29.93
43679,43679,IDN,Non_market_services,2011,7589900,Agriculture,18.20
43722,43722,IDN,Total,2010,41090687,Agriculture,100
43723,43723,IDN,Agriculture,2010,15777269,Agriculture,38.40
43724,43724,IDN,Manufacturing,2010,5845007,Agriculture,14.22
43725,43725,IDN,Construction,2010,130917,Agriculture,0.32
43726,43726,IDN,Mining_and_quarrying,2010,160886,Agriculture,0.39
43727,43727,IDN,Market_services,2010,12352096,Agriculture,30.06
43728,43728,IDN,Non_market_services,2010,6804628,Agriculture,16.56
43729,43729,IDN,Non_classified,2010,19884,Agriculture,0.05
43778,43778,IDN,Total,2009,39847232,Agriculture,100
43779,43779,IDN,Agriculture,2009,15913406,Agriculture,39.94
43780,43780,IDN,Manufacturing,2009,5455778,Agriculture,13.69
43781,43781,IDN,Construction,2009,125324,Agriculture,0.31
43782,43782,IDN,Mining_and_quarrying,2009,159058,Agriculture,0.40
43783,43783,IDN,Market_services,2009,12321731,Agriculture,30.92
43784,43784,IDN,Non_market_services,2009,5850719,Agriculture,14.68
43785,43785,IDN,Non_classified,2009,21216,Agriculture,0.05
43834,43834,IDN,Total,2008,38671841,Agriculture,100
43835,43835,IDN,Agriculture,2008,15988054,Agriculture,41.34
43836,43836,IDN,Manufacturing,2008,5361127,Agriculture,13.86
43837,43837,IDN,Construction,2008,123730,Agriculture,0.32
43838,43838,IDN,Mining_and_quarrying,2008,148822,Agriculture,0.38
43839,43839,IDN,Market_services,2008,11642452,Agriculture,30.11
43840,43840,IDN,Non_market_services,2008,5383445,Agriculture,13.92
43841,43841,IDN,Non_classified,2008,24211,Agriculture,0.06
43890,43890,IDN,Total,2007,36782279,Agriculture,100
43891,43891,IDN,Agriculture,2007,15223071,Agriculture,41.39
43892,43892,IDN,Manufacturing,2007,5249467,Agriculture,14.27
43893,43893,IDN,Construction,2007,133021,Agriculture,0.36
43894,43894,IDN,Mining_and_quarrying,2007,141558,Agriculture,0.38
43895,43895,IDN,Market_services,2007,10958771,Agriculture,29.79
43896,43896,IDN,Non_market_services,2007,5057747,Agriculture,13.75
43897,43897,IDN,Non_classified,2007,18644,Agriculture,0.05
43946,43946,IDN,Total,2006,33479646,Agriculture,100
43947,43947,IDN,Agriculture,2006,13766906,Agriculture,41.12
43948,43948,IDN,Manufacturing,2006,4884688,Agriculture,14.59
43949,43949,IDN,Construction,2006,122904,Agriculture,0.37
43950,43950,IDN,Mining_and_quarrying,2006,131172,Agriculture,0.39
43951,43951,IDN,Market_services,2006,9567856,Agriculture,28.58
43952,43952,IDN,Non_market_services,2006,4994954,Agriculture,14.92
43953,43953,IDN,Non_classified,2006,11166,Agriculture,0.03
44002,44002,IDN,Total,2005,32519301,Agriculture,100
44003,44003,IDN,Agriculture,2005,14418262,Agriculture,44.34
44004,44004,IDN,Manufacturing,2005,4919228,Agriculture,15.13
44005,44005,IDN,Construction,2005,99593,Agriculture,0.31
44006,44006,IDN,Mining_and_quarrying,2005,154336,Agriculture,0.47
44007,44007,IDN,Market_services,2005,8676295,Agriculture,26.68
44008,44008,IDN,Non_market_services,2005,4229338,Agriculture,13.01
44009,44009,IDN,Non_classified,2005,22249,Agriculture,0.07
44058,44058,IDN,Total,2004,33140525,Agriculture,100
44059,44059,IDN,Agriculture,2004,14788507,Agriculture,44.62
44060,44060,IDN,Manufacturing,2004,4410355,Agriculture,13.31
44061,44061,IDN,Construction,2004,111434,Agriculture,0.34
44062,44062,IDN,Mining_and_quarrying,2004,186037,Agriculture,0.56
44063,44063,IDN,Market_services,2004,9364885,Agriculture,28.26
44064,44064,IDN,Non_market_services,2004,4277417,Agriculture,12.91
44065,44065,IDN,Non_classified,2004,1890,Agriculture,0.01
44113,44113,IDN,Total,2003,33311023,Agriculture,100
44114,44114,IDN,Agriculture,2003,15836618,Agriculture,47.54
44115,44115,IDN,Manufacturing,2003,4807585,Agriculture,14.43
44116,44116,IDN,Construction,2003,137646,Agriculture,0.41
44117,44117,IDN,Mining_and_quarrying,2003,105383,Agriculture,0.32
44118,44118,IDN,Market_services,2003,8642777,Agriculture,25.95
44119,44119,IDN,Non_market_services,2003,3780780,Agriculture,11.35
44120,44120,IDN,Non_classified,2003,-1,Agriculture,-0.00
44169,44169,IDN,Total,2002,33063979,Agriculture,100
44170,44170,IDN,Agriculture,2002,15011671,Agriculture,45.40
44171,44171,IDN,Manufacturing,2002,4992818,Agriculture,15.10
44172,44172,IDN,Construction,2002,120578,Agriculture,0.36
44173,44173,IDN,Mining_and_quarrying,2002,101781,Agriculture,0.31
44174,44174,IDN,Market_services,2002,8784480,Agriculture,26.57
44175,44175,IDN,Non_market_services,2002,4051797,Agriculture,12.25
44176,44176,IDN,Non_classified,2002,-1,Agriculture,-0.00
44222,44222,IDN,Total,2001,33675993,Agriculture,100
44223,44223,IDN,Agriculture,2001,14994320,Agriculture,44.53
44224,44224,IDN,Manufacturing,2001,5132549,Agriculture,15.24
44225,44225,IDN,Construction,2001,112436,Agriculture,0.33
44226,44226,IDN,Mining_and_quarrying,2001,180929,Agriculture,0.54
44227,44227,IDN,Market_services,2001,8923392,Agriculture,26.50
44228,44228,IDN,Non_market_services,2001,4329159,Agriculture,12.86
44229,44229,IDN,Non_classified,2001,-1,Agriculture,-0.00
44276,44276,IDN,Total,2000,34398667,Agriculture,100
44277,44277,IDN,Agriculture,2000,16076394,Agriculture,46.74
44278,44278,IDN,Manufacturing,2000,4918906,Agriculture,14.30
44279,44279,IDN,Construction,2000,140628,Agriculture,0.41
44280,44280,IDN,Mining_and_quarrying,2000,87287,Agriculture,0.25
44281,44281,IDN,Market_services,2000,9249345,Agriculture,26.89
44282,44282,IDN,Non_market_services,2000,3926107,Agriculture,11.41
44325,44325,IND,Total,2023,148584642,Agriculture,100
44326,44326,IND,Agriculture,2023,90386477,Agriculture,60.83
44327,44327,IND,Manufacturing,2023,17779316,Agriculture,11.97
44328,44328,IND,Construction,2023,6160845,Agriculture,4.15
44329,44329,IND,Mining_and_quarrying,2023,403266,Agriculture,0.27
44330,44330,IND,Market_services,2023,14457613,Agriculture,9.73
44331,44331,IND,Non_market_services,2023,19397125,Agriculture,13.05
44374,44374,IND,Total,2022,119585263,Agriculture,100
44375,44375,IND,Agriculture,2022,70706408,Agriculture,59.13
44376,44376,IND,Manufacturing,2022,14644175,Agriculture,12.25
44377,44377,IND,Construction,2022,4417989,Agriculture,3.69
44378,44378,IND,Mining_and_quarrying,2022,331862,Agriculture,0.28
44379,44379,IND,Market_services,2022,12277513,Agriculture,10.27
44380,44380,IND,Non_market_services,2022,17207317,Agriculture,14.39
44423,44423,IND,Total,2021,108189459,Agriculture,100
44424,44424,IND,Agriculture,2021,64054854,Agriculture,59.21
44425,44425,IND,Manufacturing,2021,12110649,Agriculture,11.19
44426,44426,IND,Construction,2021,5275028,Agriculture,4.88
44427,44427,IND,Mining_and_quarrying,2021,303257,Agriculture,0.28
44428,44428,IND,Market_services,2021,10571633,Agriculture,9.77
44429,44429,IND,Non_market_services,2021,15874039,Agriculture,14.67
44472,44472,IND,Total,2020,100431592,Agriculture,100
44473,44473,IND,Agriculture,2020,58199133,Agriculture,57.95
44474,44474,IND,Manufacturing,2020,11317005,Agriculture,11.27
44475,44475,IND,Construction,2020,5143766,Agriculture,5.12
44476,44476,IND,Mining_and_quarrying,2020,249205,Agriculture,0.25
44477,44477,IND,Market_services,2020,9986359,Agriculture,9.94
44478,44478,IND,Non_market_services,2020,15536124,Agriculture,15.47
44521,44521,IND,Total,2019,92743911,Agriculture,100
44522,44522,IND,Agriculture,2019,48616935,Agriculture,52.42
44523,44523,IND,Manufacturing,2019,12534930,Agriculture,13.52
44524,44524,IND,Construction,2019,4946713,Agriculture,5.33
44525,44525,IND,Mining_and_quarrying,2019,456885,Agriculture,0.49
44526,44526,IND,Market_services,2019,10053672,Agriculture,10.84
44527,44527,IND,Non_market_services,2019,16134776,Agriculture,17.40
44570,44570,IND,Total,2018,74952427,Agriculture,100
44571,44571,IND,Agriculture,2018,38385442,Agriculture,51.21
44572,44572,IND,Manufacturing,2018,10429164,Agriculture,13.91
44573,44573,IND,Construction,2018,3526823,Agriculture,4.71
44574,44574,IND,Mining_and_quarrying,2018,266770,Agriculture,0.36
44575,44575,IND,Market_services,2018,8132859,Agriculture,10.85
44576,44576,IND,Non_market_services,2018,14211370,Agriculture,18.96
44619,44619,IND,Total,2012,98675519,Agriculture,100
44620,44620,IND,Agriculture,2012,58502486,Agriculture,59.29
44621,44621,IND,Manufacturing,2012,14172608,Agriculture,14.36
44622,44622,IND,Construction,2012,5617240,Agriculture,5.69
44623,44623,IND,Mining_and_quarrying,2012,589109,Agriculture,0.60
44624,44624,IND,Market_services,2012,7285720,Agriculture,7.38
44625,44625,IND,Non_market_services,2012,11946883,Agriculture,12.11
44626,44626,IND,Non_classified,2012,561472,Agriculture,0.57
44675,44675,IND,Total,2010,96592796,Agriculture,100
44676,44676,IND,Agriculture,2010,62813188,Agriculture,65.03
44677,44677,IND,Manufacturing,2010,11235833,Agriculture,11.63
44678,44678,IND,Construction,2010,5300454,Agriculture,5.49
44679,44679,IND,Mining_and_quarrying,2010,556103,Agriculture,0.58
44680,44680,IND,Market_services,2010,6088683,Agriculture,6.30
44681,44681,IND,Non_market_services,2010,10241524,Agriculture,10.60
44682,44682,IND,Non_classified,2010,357012,Agriculture,0.37
44731,44731,IND,Total,2005,113246014,Agriculture,100
44732,44732,IND,Agriculture,2005,62696257,Agriculture,55.36
44733,44733,IND,Manufacturing,2005,10624882,Agriculture,9.38
44734,44734,IND,Construction,2005,1992451,Agriculture,1.76
44735,44735,IND,Mining_and_quarrying,2005,364873,Agriculture,0.32
44736,44736,IND,Market_services,2005,5415560,Agriculture,4.78
44737,44737,IND,Non_market_services,2005,9476203,Agriculture,8.37
44738,44738,IND,Non_classified,2005,22675787,Agriculture,20.02
44787,44787,IND,Total,2000,86525675,Agriculture,100
44788,44788,IND,Agriculture,2000,64274387,Agriculture,74.28
44789,44789,IND,Manufacturing,2000,8189818,Agriculture,9.47
44790,44790,IND,Construction,2000,1595163,Agriculture,1.84
44791,44791,IND,Mining_and_quarrying,2000,337724,Agriculture,0.39
44792,44792,IND,Market_services,2000,4493447,Agriculture,5.19
44793,44793,IND,Non_market_services,2000,7635136,Agriculture,8.82
44836,44836,IRL,Total,2022,1188830,Non_market_services,100
44837,44837,IRL,Agriculture,2022,13084,Non_market_services,1.10
44838,44838,IRL,Manufacturing,2022,89440,Non_market_services,7.52
44839,44839,IRL,Construction,2022,14312,Non_market_services,1.20
44840,44840,IRL,Mining_and_quarrying,2022,10580,Non_market_services,0.89
44841,44841,IRL,Market_services,2022,506700,Non_market_services,42.62
44842,44842,IRL,Non_market_services,2022,548802,Non_market_services,46.16
44843,44843,IRL,Non_classified,2022,5913,Non_market_services,0.50
44892,44892,IRL,Total,2021,1112027,Non_market_services,100
44893,44893,IRL,Agriculture,2021,14932,Non_market_services,1.34
44894,44894,IRL,Manufacturing,2021,76277,Non_market_services,6.86
44895,44895,IRL,Construction,2021,10070,Non_market_services,0.91
44896,44896,IRL,Mining_and_quarrying,2021,7116,Non_market_services,0.64
44897,44897,IRL,Market_services,2021,472629,Non_market_services,42.50
44898,44898,IRL,Non_market_services,2021,528796,Non_market_services,47.55
44899,44899,IRL,Non_classified,2021,2208,Non_market_services,0.20
44947,44947,IRL,Total,2020,1052216,Non_market_services,100
44948,44948,IRL,Agriculture,2020,15330,Non_market_services,1.46
44949,44949,IRL,Manufacturing,2020,79970,Non_market_services,7.60
44950,44950,IRL,Construction,2020,10567,Non_market_services,1.00
44951,44951,IRL,Mining_and_quarrying,2020,6480,Non_market_services,0.62
44952,44952,IRL,Market_services,2020,446314,Non_market_services,42.42
44953,44953,IRL,Non_market_services,2020,491620,Non_market_services,46.72
44954,44954,IRL,Non_classified,2020,1936,Non_market_services,0.18
45003,45003,IRL,Total,2019,1069294,Non_market_services,100
45004,45004,IRL,Agriculture,2019,12887,Non_market_services,1.21
45005,45005,IRL,Manufacturing,2019,76204,Non_market_services,7.13
45006,45006,IRL,Construction,2019,11638,Non_market_services,1.09
45007,45007,IRL,Mining_and_quarrying,2019,6488,Non_market_services,0.61
45008,45008,IRL,Market_services,2019,467894,Non_market_services,43.76
45009,45009,IRL,Non_market_services,2019,491328,Non_market_services,45.95
45010,45010,IRL,Non_classified,2019,2855,Non_market_services,0.27
45059,45059,IRL,Total,2018,1036231,Non_market_services,100
45060,45060,IRL,Agriculture,2018,15108,Non_market_services,1.46
45061,45061,IRL,Manufacturing,2018,74375,Non_market_services,7.18
45062,45062,IRL,Construction,2018,7938,Non_market_services,0.77
45063,45063,IRL,Mining_and_quarrying,2018,5476,Non_market_services,0.53
45064,45064,IRL,Market_services,2018,454739,Non_market_services,43.88
45065,45065,IRL,Non_market_services,2018,475232,Non_market_services,45.86
45066,45066,IRL,Non_classified,2018,3363,Non_market_services,0.32
45115,45115,IRL,Total,2017,1007568,Non_market_services,100
45116,45116,IRL,Agriculture,2017,15640,Non_market_services,1.55
45117,45117,IRL,Manufacturing,2017,75998,Non_market_services,7.54
45118,45118,IRL,Construction,2017,6943,Non_market_services,0.69
45119,45119,IRL,Mining_and_quarrying,2017,4847,Non_market_services,0.48
45120,45120,IRL,Market_services,2017,441145,Non_market_services,43.78
45121,45121,IRL,Non_market_services,2017,459570,Non_market_services,45.61
45122,45122,IRL,Non_classified,2017,3426,Non_market_services,0.34
45171,45171,IRL,Total,2016,979093,Non_market_services,100
45172,45172,IRL,Agriculture,2016,15004,Non_market_services,1.53
45173,45173,IRL,Manufacturing,2016,77397,Non_market_services,7.90
45174,45174,IRL,Construction,2016,6075,Non_market_services,0.62
45175,45175,IRL,Mining_and_quarrying,2016,3978,Non_market_services,0.41
45176,45176,IRL,Market_services,2016,427392,Non_market_services,43.65
45177,45177,IRL,Non_market_services,2016,446166,Non_market_services,45.57
45178,45178,IRL,Non_classified,2016,3081,Non_market_services,0.31
45227,45227,IRL,Total,2015,940935,Non_market_services,100
45228,45228,IRL,Agriculture,2015,15060,Non_market_services,1.60
45229,45229,IRL,Manufacturing,2015,69555,Non_market_services,7.39
45230,45230,IRL,Construction,2015,6054,Non_market_services,0.64
45231,45231,IRL,Mining_and_quarrying,2015,4322,Non_market_services,0.46
45232,45232,IRL,Market_services,2015,411603,Non_market_services,43.74
45233,45233,IRL,Non_market_services,2015,431462,Non_market_services,45.85
45234,45234,IRL,Non_classified,2015,2879,Non_market_services,0.31
45283,45283,IRL,Total,2014,911367,Non_market_services,100
45284,45284,IRL,Agriculture,2014,15836,Non_market_services,1.74
45285,45285,IRL,Manufacturing,2014,66610,Non_market_services,7.31
45286,45286,IRL,Construction,2014,6360,Non_market_services,0.70
45287,45287,IRL,Mining_and_quarrying,2014,3840,Non_market_services,0.42
45288,45288,IRL,Market_services,2014,402127,Non_market_services,44.12
45289,45289,IRL,Non_market_services,2014,415469,Non_market_services,45.59
45290,45290,IRL,Non_classified,2014,1125,Non_market_services,0.12
45339,45339,IRL,Total,2013,893202,Non_market_services,100
45340,45340,IRL,Agriculture,2013,15137,Non_market_services,1.69
45341,45341,IRL,Manufacturing,2013,68187,Non_market_services,7.63
45342,45342,IRL,Construction,2013,5300,Non_market_services,0.59
45343,45343,IRL,Mining_and_quarrying,2013,4694,Non_market_services,0.53
45344,45344,IRL,Market_services,2013,389244,Non_market_services,43.58
45345,45345,IRL,Non_market_services,2013,410242,Non_market_services,45.93
45346,45346,IRL,Non_classified,2013,397,Non_market_services,0.04
45395,45395,IRL,Total,2012,877664,Non_market_services,100
45396,45396,IRL,Agriculture,2012,14407,Non_market_services,1.64
45397,45397,IRL,Manufacturing,2012,67652,Non_market_services,7.71
